"Menu","Category","Sub-category","Order","Page name","Data source","Page key","What this page records and what users do with it"
"reports","Metrc","","8","Report: Harvest Yields","mv_harvest_yields","metrc_rpt_yields","One row per harvest with the whole story: strain, room, takedown date, current stage and days there, planned versus actual plants and pounds, percentage of projection and variance, waste and yield percentages, who requested the material and who approved it, how much was allocated and to what, what it was manufactured into, what is still on hand and where it sits, testing outcomes, and what shipped."
"reports","Metrc","","9","Report: Seed to Sale (Strain Chain)","v_metrc_seed_to_sale","metrc_rpt_s2s","Per strain: batch plants planted, live plants now, retired - grows into full tag-to-tag lineage (harvest, package, transfer) as worker v13 links each stage."
"reports","Metrc","","12","Report: Planting History","v_plant_history","plant_history","Planting history by month: how many plants went in, how many strains, which strains, how many are still alive, and how many have been harvested or retired."
"reports","Quality","","3","Deviations & CAPA","custom screen","capa","Holds, root cause, corrective and preventive actions with verification."
"reports","Quality","","3","Failed Testing On Hand","v_issue_failed_testing","issue_failed_testing","Only the packages that failed laboratory testing and are still in inventory, with their value at cost and the disposition decision required."
"reports","Reports","","0","Audit Log","audit_events","audit","Append-only record of every material change."
"reports","Reports","","1","Full Accountability (month by month)","v_full_accountability","full_accountability","The whole flow in one report, month by month: harvests and plants, wet weight, waste and waste percentage, packaged weight, what was produced split into flower, concentrates, vapes and pre-rolls, quantity in stock, in transit, sold or closed, failed testing, anything unaccounted for, manifests shipped and unconfirmed, and a plain verdict on whether it all balances."
"reports","Reports","","4","Request Scorecard","v_request_scorecard","request_scorecard","The honest count: how many requests are done, partly done, in progress, not started, or blocked waiting on the owner."
"reports","Reports","","5","Harvest Exceptions","v_harvest_issues","harvest_issues","Every harvest with a problem, named. Open too long, finished with zero packaged, no plant count, weight that does not reconcile, or conversion outside the 20-25 percent norm. Click any row for the complete raw Metrc record."
"reports","Reports","","6","Harvest Detail","v_harvest_forensic","harvest_forensic","All 153 harvests: strain, drying room, plant count, wet, packaged, waste, what is still sitting in the room, days in process, conversion and the diagnosis."
"reports","Reports","","7","Drying Room Performance","v_dry_room_performance","dry_room_performance","Every drying room: harvests, plants, wet and packaged pounds, what is still sitting, average and worst dry days, how many dried too long or too fast, and conversion."
"reports","Reports","","8","Monthly Meeting Pack","v_cultivation_meeting_pack","cultivation_meeting_pack","The agenda for your monthly cultivation review. Six items, each with the live number, why it matters, the ask, who owns it and the report that proves it."
"reports","Reports","","9","Metrc Glossary & Page Help","page_help","page_help","Plain English explanations of every confusing Metrc term and how to read each page - what it shows, how to read it, and what to watch for."
"side","Command Center","Alerts & Watchdog","8","Intelligence Briefing — full investigation on every finding","v_intelligence_briefing","intelligence_briefing","Every finding from the latest forensic sweep, each answering what it is, where it is, who is accountable, when it started, why it matters, how it was detected, what to do about it, and the arithmetic behind the figure — with the underlying records attached as evidence and a count of how many sweeps it has survived."
"side","Command Center","Assistant","1","Budz Assistant","custom screen","budz","Your artificial intelligence collaboration assistant. Ask Budz anything about the operation in plain English and he answers from the live records - what is late, what is costing money, what failed testing, where anything sits, who needs to approve what - with every answer clickable straight through to the underlying data."
"side","Command Center","Assistant","2","TG Brain","custom screen","brain","The company's brain: every operating record - Metrc, the floor, the sheets, the money - read as one mind. Role personalization is live; the reasoning engine and loop agents arrive in M5."
"side","Command Center","Assistant","3","Planner","custom screen","planner","The operations calendar, already full: harvests, shipments, work orders, expirations, and shifts from live records - month view, day drill-down. External calendar connect arrives with integrations."
"side","Command Center","Assistant","4","Goals & Scorecards","custom screen","goals","Targets that compute themselves from live operations: number, currency, true/false, task and metric targets, rolled up through folders (cycles, OKRs, weekly scorecards), multi-owner, permissioned, deadline-tracked."
"side","Command Center","Dashboard","0","Command Center Dashboard","v_department_dashboard","dept_dash_command","Everything that needs a decision today, on one page: open harvests, stock position, quality exposure, money at risk and what is waiting on a person. Every tile drills into the records behind it."
"side","Command Center","Decisions Waiting","1","Open Questions","v_open_questions","open_questions","Everything the platform needs a human to answer, raised automatically the moment it appears, with what it blocks and how many pounds and dollars ride on it. A question here is a number somewhere that cannot yet be trusted. Rechecked every four hours; answering it closes the question by itself."
"side","Command Center","Decisions Waiting","2","Open Issues — a decision is required","v_open_issues","open_issues","Every open issue the platform has found. None of them clears on its own. An owner or executive must record what is being done — fix, leave, ignore or reset — with a reason, and every decision is kept with who made it and when."
"side","Command Center","Inventory Position","1","Stock On Hand","v_stock_summary","stock_summary","What we are actually sitting on, split by stream. Fresh frozen and dried flower are different products and are never blended. Shows sellable, failed, out-for-testing and untested pounds, and the age of the oldest package."
"side","Command Center","Overview","1","Control Tower","custom screen","tower","Executive exception board — every number computed live."
"side","Command Center","Overview","3","Chief Executive Dashboard","v_ceo_dashboard","ceo_dashboard","The Chief Executive view: money at stake, critical findings, schedule violations, compliance exposure, the cost of waste to date, material without an approved allocation, capital sitting too long, and custody proof - all computed live by the watching agents."
"side","Command Center","Overview","4","Dashboards","custom screen","dashboards","Live dashboards from templates - Executive, Cultivation, Inventory & Sales, HR & Labor - every widget computed from live records. Custom drag-drop builder arrives in M4."
"side","Cultivation","Dashboard","0","Cultivation Dashboard","v_department_dashboard","dept_dash_cultivation","Every cultivation number on one page: open harvests, pounds sitting in the rooms, dry time, conversion and schedule violations. Each tile drills into the records behind it."
"side","Cultivation","Discipline & Alerts","8","Goals & Targets","cultivation_goals","cultivation_goals","Set the target for every cultivation metric. Editable: change the target, the acceptable range and who gets alerted. No code change needed - these are live rows."
"side","Cultivation","Harvests","1","Harvests","harvests","harvests","Harvest events, wet→dry chain, grading, mass balance."
"side","Cultivation","Harvests","6","Mass Ledger — every pound accounted for","v_harvest_mass_ledger","harvest_mass_ledger","Every harvest as a ten line ledger: wet weight in, water evaporated, dry weight available, packaged out, waste, still to package, what Metrc shows, the water not yet entered there, what we have recorded, and whether it reached Metrc. No pound is unexplained."
"side","Cultivation","Harvests","7","Moisture Loss — record it per harvest","v_moisture_loss_register","moisture_loss_register","Every harvest where Metrc still shows weight that has evaporated, with the arithmetic, and a place to record the loss against that harvest — how much, how it was measured, who entered it and the Metrc adjustment reference. Closed harvests first. Entries cannot be deleted."
"side","Cultivation","Harvests","7","Weights & Grading","v_harvest_mass_balance","grading","Reported weights per harvest and cultivar: wet, dry input, Grade A/B/C buds, trim, fresh frozen, extraction-only, samples, waste/destruction - with live mass-balance %, saleable yield %, grade splits, and unaccounted-variance flags. Exact Sheet-34 math."
"side","Cultivation","Rooms & Plants","1","Grow Rooms","grow_rooms","grow_rooms","Every grow room with its canopy square footage, plant capacity and cycle. A room with no square footage is excluded from every yield per square foot figure, so it is flagged here and the measurement can be entered. Yield per square foot is the only fair way to compare one room against another."
"side","Cultivation","Rooms & Plants","2","Room Board (live)","v_room_board","room_board","Every room at a glance: the four flower rooms with live plants, strains and the next scheduled pull, and every drying, curing and trim room with what is in it, the weight on hand, the stage, and the day-14 dry deadline."
"side","Cultivation","Rooms & Plants","3","Facility Live Map","v_facility_live_map","facility_live_map","Where every gram physically sits right now: each drying and curing room, every inventory location, and everything in transit - with weight on hand, how long it has been there, and what is in it."
"side","Cultivation","Rooms & Plants","4","Genetics","cultivars","genetics","Cultivar registry with aliases; scoring once actuals flow."
"side","Cultivation","Rooms & Plants","5","Room Turn Audit — PASS or FAIL on 56 days","v_room_turn_audit","room_turn_audit","Every harvest measured against the 56 day room turn from the TG 2026 8-Week Harvest Calendar, with a plain PASS or FAIL and how many days late or early. Gaps of 54 to 58 days pass, allowing for the Sunday and Monday stagger."
"side","Cultivation","Schedule & Calendar","1","Harvest Schedule","harvest_schedule","harvest_schedule","Complete historical and 2026 harvest calendar from the operations planner - rooms, cultivars, plants, projected weights, fresh-frozen splits, cadence flags."
"side","Cultivation","Schedule & Calendar","2","Harvest Calendar (8-Week)","harvest_pulls","harvest_pulls","2026-2030 strict 8-week cycle: every pull, room rotation F3-F4-F1-F2, dry windows, replant dates."
"side","Cultivation","Schedule & Calendar","2","Plan versus Actual — the 2026 calendar","v_plan_vs_actual_harvest","plan_vs_actual_harvest","All 26 pulls from the TG 2026 Harvest Calendar set against what Metrc actually records: planned date and plants against actual, projected pounds against packaged, and a plain verdict of on plan, early, late or missed."
"side","Cultivation","Schedule & Calendar","3","Harvest Labour Calculator","harvest_labor_calc","harvest_labor","Can the crew take a room down inside the Day 1 clock. Uses the live Metrc count of plants still standing in each room and the pace scenarios from the harvest workbook. Every input and every pace is editable by anyone with permission."
"side","Cultivation","Schedule & Calendar","3","Modify Harvest Schedule","harvest_pulls","harvest_pulls_edit","The master eight-week harvest schedule - change a pull date, room, plant count or projection here and every alert, planner event and compliance measure follows immediately."
"side","Cultivation","Schedule & Calendar","7","Department Board","v_department_board","department_board","Each department and what it owes right now: items needing action, open alerts, live records, what is wrong in plain words, and the next deadline."
"side","Infused Pre-Rolls & Flower","Dashboard","0","Pre-Rolls Dashboard","v_department_dashboard","dept_dash_preroll","Pre-rolls on hand, the shake and trim available to make more, open work orders and anything untested."
"side","Infused Pre-Rolls & Flower","Equipment & Scheduling","1","Machines","machines","machines","The floor registry: real paces, crew limits, rate basis."
"side","Infused Pre-Rolls & Flower","Equipment & Scheduling","2","Scheduling","schedule_assignments","scheduling","Demand-driven boards: quota-capped, crew-pod, pull-budgeted."
"side","Infused Pre-Rolls & Flower","Production","1","Production Schedule","work_order_stages","preroll_schedule","Pre-roll and flower lines: daily targets, crews, machines, quotas — the floor engine."
"side","Infused Pre-Rolls & Flower","Production","2","Work Orders","work_orders","work_orders","Stage-routed production with release gates and actuals."
"side","Infused Pre-Rolls & Flower","Production","3","Weekly Production & Finished Goods","custom screen","weekly_fg","Demand → production → finished goods rolled weekly; shortage and excess alerts that cannot lie."
"side","Inventory","Allocation Control","1","Allocations","allocations","allocations","Material release gate: request → approve → release, netted per lot by the database."
"side","Inventory","Allocation Control","2","Allocation Requests","custom screen","allocation_requests","Request material and approve or deny it: cultivation and production ask, an approver decides with a written reason, and every decision is on the record."
"side","Inventory","Dashboard","0","Inventory Dashboard","v_department_dashboard","dept_dash_inventory","The whole inventory position on one page: total on hand in dry-equivalent, sellable, untested, bought in, ageing and allocations waiting on approval."
"side","Inventory","Purchasing & Third Party","3","Vendors & POs","purchase_orders","purchasing","Suppliers, purchase orders, receiving quality, scorecards."
"side","Inventory","Stock & Location","1","Lots & Tags","lots","lots","Every lot with full Metrc tag, COA link, expiry, location."
"side","Inventory","Stock & Location","1","Proof — every item behind every total","v_stock_proof","stock_proof","The evidence behind every tile. One row per package: tag, product, cultivar, source harvest, cut date, drying room, where it is and for how long, quantity in its own unit, testing status in plain words, dates out and back, days at the laboratory, THC and terpenes or exactly why they are absent, certificate, manifest, traceability, the rate used and the value."
"side","Inventory","Stock & Location","2","Where Is Everything","v_inventory_locator","inventory_locator","Seed to sale, item by item: every plant, harvest lot, package, and outbound manifest - what it is, exactly where it sits in the facility, what stage it is in, how much, and how long it has been there."
"side","Inventory","Stock & Location","4","Finished Goods (Live Sheet)","product_inventory","fg_inventory","The team's live finished-goods sheet, mirrored exactly: all nine product lines with Metrc tags, batches, fill/package counts, cases, expiration, and potency. One button re-syncs from Google Sheets for the whole team."
"side","Inventory","Stock & Location","5","SKUs","skus","skus","Sellable catalog with min/target/max and replenishment triggers."
"side","Inventory","Stock & Location","8","Supplies & Materials","supply_items","supplies","Non-cannabis operating supplies: packaging, consumables, PPE - on-hand levels, reorder points, and vendors, feeding low-stock alerts."
"side","Inventory","Stock & Location","9","Location History — every move with dates","v_location_history","location_history","Every package with the date it entered its current area, which area it came from, the manifest it arrived on, how many days it has been there, the date it left and where it went, and when anything was last recorded against it. Location is never shown without its dates."
"side","Inventory","Stock & Location","9","Sheet versus Metrc — every disagreement","v_sheet_metrc_reconciliation","sheet_vs_metrc","Every row of every imported spreadsheet matched against Metrc package by package. Names what is in the sheet but not in Metrc, what is in Metrc but missing from the sheet, and every quantity that disagrees, with the size of the gap and what it means in plain words. Metrc is the legal record, so the sheet is wrong until proven otherwise."
"side","Inventory","Stock & Location","10","Weight Audit — every unit of measure checked","v_weight_audit","weight_audit","Every unit of measure Metrc sends, whether it is a weight at all, the correct pounds, what a naive grams conversion would have produced, and the error between them. If Metrc ever starts sending kilograms or ounces it appears here rather than silently corrupting a total."
"side","Manufacturing","Costing & Yield","2","Production Cost Calculator","cost_inputs","production_calculator","What a unit costs to make, using the formulas from the manufacturing production worksheet. Every step shows its formula and the workbook cell it came from. Every input is editable by anyone with permission, and every change is kept with who made it and when."
"side","Manufacturing","Dashboard","0","Manufacturing Dashboard","v_department_dashboard","dept_dash_mfg","Inputs and outputs: fresh frozen on hand and its dry-equivalent, purchased material untouched, concentrate and trim."
"side","Manufacturing","Equipment","1","Maintenance & Downtime","custom screen","maintenance","Preventive and corrective work, lost capacity, the constraint of the week."
"side","Manufacturing","Production","1","Production Flow","task_standards","flow","Stage routing and rates: the derating chain from finished goal to daily targets."
"side","Manufacturing","Production","2","Production Pipelines","pipelines","pipelines_def","Every pipeline the company runs - grown, purchased, or manufactured material through stages into finished goods. Editable as data, no code."
"side","Manufacturing","Production","3","Pipeline Runs (Live)","v_pipeline_run_status","pipeline_runs","Every batch moving through a pipeline right now: current stage, hours in stage, overdue flags, total elapsed time to finished goods."
"side","Manufacturing","Production","4","Pipeline Stage Aging","v_pipeline_stage_aging","pipeline_aging","Average and worst dwell time per stage vs target - where production slows down."
"side","Manufacturing","Production","5","Bill of Materials & Yield","custom screen","bom","Recipes, packaging requirements, yield loss, co-products — biomass to finished unit."
"side","Manufacturing","Schedule & Capacity","1","Manufacturing Schedule","work_order_stages","mfg_schedule","Concentrates & vapes: extraction runs, stages, dates, crews, actuals."
"side","Manufacturing","Schedule & Capacity","2","Capacity Plan","custom screen","plan_capacity","Machine and shift capacity math: effective weekly hours and units per line, physical daily ceilings, changeover and OEE - the constraint check for every schedule."
"side","Manufacturing","Turnaround","1","Turnaround Policies","turnaround_policies","turnaround_policies","The turnaround law: maximum days before purchased or manufactured material must reach finished goods - set by default or per SKU, category, item, or brand."
"side","Manufacturing","Turnaround","2","Turnaround Watch","v_turnaround_watch","turnaround_watch","Every open run against its turnaround policy: days open, violations in red, runs with no policy flagged. Money does not sit."
"side","Metrc","Compliance","3","Metrc Corrections — step by step","metrc_corrections","metrc_corrections","Things that are wrong in Metrc itself and must be corrected at source, each with plain step-by-step instructions. None can be closed without recording who fixed it, when, and what was actually done."
"side","Metrc","Dashboard","0","Metrc Dashboard","v_department_dashboard","dept_dash_metrc","Mirror health: harvests, packages, plants and transfers mirrored from Metrc."
"side","Metrc","Live Mirror","1","Metrc","metrc_packages","metrc_mirror","The entire Metrc seed-to-sale platform synced into your own database - every dataset and report the state API allows, full history, every row drillable to the raw payload."
"side","Metrc","Live Mirror","2","Metrc Cultivation","custom screen","metrc_mc","The cultivation license only: plants, harvests, plant batches, packages, and transfers."
"side","Metrc","Live Mirror","3","Metrc Manufacturing","custom screen","metrc_mp","The manufacturing license only: packages, transfers, items, and lab states."
"side","Metrc","Live Mirror","4","Forensic Trace","custom screen","forensic_trace","One search box for the whole company: type any tag, strain, harvest, item, room, manifest, or customer and get the complete seed to sale chain - plants, takedown, waste, packages, laboratory results, manifests with links, and allocation decisions, in date order."
"side","Metrc","Live Mirror","5","Package Forensic Record","v_package_forensic","package_forensic","Every package with every identifier, every date and every room: Metrc package and item identifiers, strain and strain identifier, source harvest and production batch, the date it was cut, the room it dried in, plants in that harvest, wet waste and packaged weights, quantity created received and remaining, every date from creation through testing to last change, who made it, which licence, which manifest it arrived on, where it sits now, and its hold, recall and remediation flags."
"side","Metrc","Report Import","1","Report Import","custom screen","metrc_report_import","Pull Metrc data straight from its Reports: download any report or Admin-grid CSV from Metrc, drop it here, and it lands in the OS - items, strains, and locations included."
"side","Metrc","Report Import","2","Imported Report Rows","metrc_report_rows","metrc_report_rows","Every row from every imported Metrc report - click any row for the complete record."
"side","Quality","Compliance","1","Licenses","licenses","licenses","License register with renewal countdowns and evidence."
"side","Quality","Compliance","2","SOP & Training","custom screen","sop_training","SOP versions, role qualification, competency evidence, retraining alerts."
"side","Quality","Compliance","3","Safety & Incidents","custom screen","safety","Safety, security, and operational incidents with investigations and CAPA links."
"side","Quality","Dashboard","0","Quality Dashboard","v_department_dashboard","dept_dash_quality","Testing at a glance: failed on hand, our own fail rate, out for testing, laboratory turnaround and open compliance flags."
"side","Quality","Testing","1","Testing & Certificates of Analysis","test_requests","testing","COA registry and calendar; nothing ships without a passing COA."
"side","Quality","Testing","2","Certificate of Analysis Register","v_coa_register","coa_register","Every package with its Certificate of Analysis status: tests recorded, tests failed, potency headline, testing date, laboratory, a link to the Certificate of Analysis document, and whether it is sellable."
"side","Quality","Testing","7","Laboratory Turnaround — every return recorded","v_lab_turnaround_report","lab_turnaround_report","Every sample sent to the laboratory, kept permanently: when it went out, when it came back, days there, by month and category, with the percentage over the 3 day limit set from our own measured performance."
"side","Settings","Artificial Intelligence","1","Assistant","custom screen","assistant_settings","Upload the assistant picture and set its name. Any transparent PNG or animated GIF works. Renaming here renames it across the whole platform including the menu."
"side","Settings","Artificial Intelligence","2","Artificial Intelligence Settings","ai_settings","ai_settings","Company-wide artificial intelligence controls: tokenless company allowance or bring-your-own-key, default limits for everyone, the model used, and a hard monthly cost cap."
"side","Settings","Artificial Intelligence","3","Artificial Intelligence Access","ai_user_access","ai_user_access","Who may use artificial intelligence features and how much: enable each person, set their daily and monthly call limits, and choose which features they may use."
"side","Settings","Artificial Intelligence","4","Who Pays for AI","v_ai_access_status","ai_access_status","Per person: whether their questions are billed to the company, to their own key, or run on their own machine for nothing. Keys are stored server side and can never be read back."
"side","Settings","Artificial Intelligence","5","Artificial Intelligence Usage","v_ai_usage_summary","ai_usage","What artificial intelligence is costing: calls today, calls this month, and cost per person against their limits."
"side","Settings","Artificial Intelligence","6","AI Spend","v_ai_spend","ai_spend","Every artificial intelligence call, what it cost, and how many were answered free by the database instead of the paid model. Rates are editable in AI Settings so the figures are never wrong."
"side","Settings","Business Rules","1","Storage & Allocation Limits","storage_limits","storage_limits","Owner-set ceilings: how many pounds may be held per stream and how long material may sit. Editable rows, no code change needed."
"side","Settings","Business Rules","2","Conversion Factors","conversion_factors","conversion_factors","Every factor the platform calculates with - the fresh frozen wet-to-dry ratio, the dry window, cost per pound, expected moisture range. Editable rows. Change one and every figure that depends on it recalculates."
"side","Settings","Business Rules","3","Suppliers & Costs","v_supplier_costs","suppliers","Supplier comparison computed live from purchase history: average and best landed cost per unit by material, BEST COST flags, terms, last purchase - who to buy from and why."
"side","Settings","Business Rules","4","Purchase Intent by Supplier","purchase_intent","purchase_intent","What each supplier sends us: sound material, failed material bought deliberately for remediation, or biomass for extraction. Until this is set the platform cannot tell a supplier problem from a deliberate purchase, and will not call either one a loss."
"side","Settings","Business Rules","5","Industry Benchmarks","industry_benchmarks","industry_benchmarks","The industry bands every yield and cost figure is measured against - poor, average, good and best in class. Edit these and every comparison in the platform updates."
"side","Settings","Connections","1","Integrations","custom screen","integrations","Credential vault and sync control — Metrc first."
"side","Settings","Connections","2","Keys & Connections","v_secret_status","app_secrets","Paste service keys here. Values are stored server side and can never be read back into a browser - this page only shows whether a key is set."
"side","Settings","Dashboard","0","Settings Dashboard","v_department_dashboard","dept_dash_settings","Platform health: pages live, business rules still on defaults, suppliers not yet classified and who has artificial intelligence access."
"side","Settings","Data & Imports","23","Sheet Sync — restricted sheets","sheet_sources","sheet_sync","Brings in a Google Sheet that cannot be shared or scripted because of policy. Nothing reaches into the sheet and nobody is given access to it — the rows are pasted or uploaded from this side, and the platform reports what changed since last time and warns when the data has gone stale."
"side","Settings","General","1","General","custom screen","settings","Your account preferences — theme, and more to come."
"side","Settings","General","2","Users & Permissions","custom screen","permissions","Granular access control: per-module, per-action permissions on top of roles - lock any screen, field, or action down per user or group."
"side","Settings","General","3","Menu Visibility by Role","v_role_menu_matrix","role_menu_matrix","Which menu items each role can see: owner, executive, manager, member, limited and guest. Anything not visible to a role is hidden from that person entirely, not greyed out."
"side","Settings","General","4","Menu Manager","custom screen","menu_manager","Admin control: show, hide, or deactivate any menu item for all users — instantly, no code."
"side","Settings","General","5","Help & Support","custom screen","help","How everything works, who to call, and where the answers live."
"side","Settings","Money & Costs","22","Valuation Rates — what a pound is worth","valuation_rates","valuation_rates","The dollars-per-pound rate behind every money figure on the platform, per stream, with who set it, when, and on what basis. Permissioned users edit the rate here and add per-batch or per-package overrides when a specific lot is worth more or less."
"side","Settings","Money & Costs","24","Where every money figure comes from","v_money_provenance","money_provenance","Every dollar column on the platform, the rate table that produces it, and a plain verdict on whether it can be explained. Anything marked not traced is a figure nobody can currently prove."
"side","Settings","Money & Costs","25","Business Rules — the numbers everything depends on","conversion_factors","business_rules","Every threshold and ratio the platform judges the business by, in one place: the dry window, the ageing limit, how long a harvest may stay open, the fresh frozen ratio, the laboratory turnaround. Each shows how many places use it, who set it and whether it is still an unconfirmed default."
"side","Settings","Money & Costs","26","Our Licences","company_licenses","company_licenses","The licences that mean a package is ours rather than a third party's. Everything that separates our own failures from a supplier's reads this list, so adding a licence here corrects the whole platform at once."
"side","Settings","Programme","1","Agent Departments","agent_departments","agent_departments","The build org: 12 standing agent departments under the acting COO - charters, ownership, and standing priorities."
"side","Settings","Programme","2","Go-Live Tracker","golive_items","golive","Live to-do list before testing deploy and go-live: every open build, data, integration, and hardening item."
"tax","Finance","Tax","1","Tax: Year End Inventory 2025","v_year_end_2025","year_end_2025","A RECONSTRUCTION, NOT A SNAPSHOT. Metrc exposes no historical point in time through its interface, so this rebuilds 31 December 2025 from the quantity each package was created with. Most rows carry no quantity and no category, so the total is a fraction of the real closing inventory and cannot be filed. Export the Inventory Point-in-Time report from Metrc for that date and import it on the Report Import page."
"tax","Finance","Tax","2","Tax: Year End Summary 2025","v_year_end_2025_summary","year_end_2025_summary","A RECONSTRUCTION, NOT A SNAPSHOT. Metrc exposes no historical point in time through its interface, so this rebuilds 31 December 2025 from the quantity each package was created with. Most rows carry no quantity and no category, so the total is a fraction of the real closing inventory and cannot be filed. Export the Inventory Point-in-Time report from Metrc for that date and import it on the Report Import page."
"tax","Finance","Tax","3","Tax: Current Inventory Valuation","v_inventory_valuation","inventory_valuation","What the inventory on hand is worth today at cost, by item, using the cost model."
"tax","Finance","Tax","4","Tax: Year End 2025 — what can actually be established","v_year_end_2025_coverage","year_end_coverage","How much of the 31 December 2025 closing inventory could actually be established from Metrc, and how much could not. Read this before relying on any year end figure."
